Name,SMILES,Senolytic,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Aminophylline ethylenediamine,Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,0,11.440787037037037,11.440787037037037,0.3512962962962962,-0.3707407407407406,0.524514435066953,10.117647058823529,240.26699999999994,224.13899999999998,240.133473752,94,0,1.2352941176470589,1.8235294117647058,2.3529411764705883,2.830497644801988,3.171153691121587e-07,605.9540960887878,12.999635521070495,9.804401737369574,9.804401737369574,8.040111220059323,5.0340800754833746,5.0340800754833746,3.3842542629776062,3.3842542629776062,2.1960628121881847,2.1960628121881847,1.2689232855293,1.2689232855293,-1.9300000000000004,7359.293876485169,13.136357000663573,5.41397444367533,2.425596593823741,96.8695401935053,16.45131347527158,5.516700717616262,5.647177220767728,0.0,5.559266895052008,5.689743398203474,13.928736479654532,9.77851570501903,0.0,0.0,0.0,0.0,27.18485677717953,6.3273200747645415,0.0,11.16387793838399,0.0,19.102156337477126,25.56267891967875,0.0,13.08951281182515,27.165404736163666,0.0,0.0,22.716345247579852,0.0,0.0,0.0,32.19166914930228,14.09534396535438,0.0,0.0,15.916394442908185,0.0,11.16387793838399,0.0,124.72,0.0,9.589074368143644,0.0,11.24901029325548,24.253390750209142,4.567099647791355,17.942091705233086,7.04767198267719,0.0,9.967957041894417,11.46733495432437,2.368796296296296,0.0,29.381759259259262,0.0,9.8175,0.0,0.0,1.3943518518518516,1.1944444444444444,3.0098148148148147,0.4444444444444444,17,5,8,0,0,0,0,2,2,7,3,8,1,0,0,0,2,-2.1358999999999986,64.68450000000001,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3'-Azido-3'-deoxythymidine,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,0,11.70027415595868,11.70027415595868,0.26456065759637215,-0.6706481481481485,0.4454004294146897,26.105263157894736,267.245,254.14099999999996,267.096753896,102,0,1.6842105263157894,2.4210526315789473,3.0526315789473686,2.770402711217943,2.3418569370217903,629.5425620141572,13.991199352633217,10.18442748802298,10.18442748802298,9.062080607913938,5.690837383582931,5.690837383582931,4.298380370431165,4.298380370431165,3.0401842974485507,3.0401842974485507,2.0380975383013538,2.0380975383013538,-2.09,22562.15968015893,13.344207765672458,5.268544354094518,2.525949955530779,106.62903730140096,9.843390348640755,6.22790117073487,0.0,0.0,5.559266895052008,5.689743398203474,14.345615352810384,4.794537184071822,0.0,0.0,5.114250125629398,12.454866198475877,23.092828333488544,18.75268918140918,9.843390348640755,0.0,0.0,9.551078168738563,5.114250125629398,31.718267210247767,6.606881964512918,43.041220370746906,0.0,0.0,11.24901029325548,0.0,0.0,0.0,33.410294744988455,4.736862953800049,6.923737199690624,18.212174285357875,20.900168065386115,0.0,10.442840646037716,0.0,133.07999999999998,29.622718680886617,9.589074368143644,0.0,13.027703587438928,5.563451491696996,0.0,10.763943219404432,6.923737199690624,0.0,15.009940293829068,15.374519347426006,6.692031368102797,0.0,27.83457096843686,12.671790412152514,7.755911625835418,0.0,-0.5424683484504917,0.32880149281934923,1.2593624811035524,0.0,0.6,19,2,9,0,1,1,0,1,1,6,2,9,3,0,1,1,2,-0.19628000000000012,64.60650000000003,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YM 976,CCc1ccc2c(-c3cccc(Cl)c3)nc(=O)n(CC)c2n1,0,12.321790438397581,12.321790438397581,0.2863624338624333,-0.2863624338624333,0.740553632570441,11.045454545454545,313.78800000000007,297.66,313.09818981200004,112,0,1.1363636363636365,1.9545454545454546,2.6363636363636362,2.5323094534117994,2.3889433284343187,902.0349057133932,15.689869965382487,12.506168727483816,13.262097673502272,10.634560252985372,7.3007926947885045,7.678757167797733,5.024900190153762,5.461335970625746,3.6584586744366234,3.8935557772243623,2.5227566539211868,2.713044502060387,-2.1999999999999997,120694.93316851318,14.725427152596582,5.890384082908113,2.5031250000000003,132.96363407124292,0.0,5.647177220767728,0.0,0.0,0.0,5.689743398203474,4.567099647791355,9.77851570501903,4.9839785209472085,0.0,30.657411226846357,37.61002709646307,28.210993420664156,5.693927994848461,0.0,22.634341325465037,0.0,14.53505668968577,0.0,26.813052428219834,0.0,57.59904430163474,0.0,11.257379486545457,5.689743398203474,0.0,0.0,11.600939890232516,14.53505668968577,12.965578028838586,0.0,19.54140239422971,41.192739594841484,5.022633313741326,22.29078092177798,0.0,47.78,0.0,4.794537184071822,0.0,5.689743398203474,22.908494935270088,23.064425323936263,0.0,10.633466716252965,44.179309741689295,9.967957041894417,11.600939890232516,1.5997425359032502,6.065203176141727,21.193416792642985,1.4779391586881672,2.7973636656308623,0.0,11.320203268035609,0.8220893696984968,4.5018198110366825,0.0,0.23529411764705882,22,0,4,0,0,0,1,2,3,4,0,5,3,0,0,0,3,3.694200000000003,89.29600000000003,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
(?)-2-Amino-5-phosphonopentanoic acid,NC(CCCP(=O)(O)O)C(=O)O,0,10.288794879062737,10.288794879062737,0.08377314814814829,-4.0006438964474675,0.43461623746843997,14.25,197.127,185.03099999999998,197.045309114,72,0,1.5,2.0,2.3333333333333335,1.8381905439412747,3.5761191523996705,200.01526027982135,9.776020881938894,6.381371844866453,7.275799035866369,5.327185821959349,3.356789653225814,5.1543935569296,2.4752502558547826,4.251832236622213,1.281726762366782,2.180528714218675,0.6406466619410204,1.2351630051242752,-0.42000000000000004,229.77381799265933,11.58,4.567742759779543,6.300409089447221,69.54607395540835,20.62701807750784,6.041840829147961,0.0,0.0,0.0,13.565067614739736,9.35958546900315,0.0,0.0,0.0,0.0,12.841643245852019,6.161910027467921,0.0,24.252936069348806,13.565067614739736,0.0,0.0,5.733667477162185,18.88348407499998,6.161910027467921,0.0,0.0,0.0,5.733667477162185,0.0,0.0,7.595762326787885,33.06640674491339,9.35958546900315,0.0,12.841643245852019,0.0,0.0,0.0,0.0,120.85000000000001,19.606908443887697,9.35958546900315,0.0,19.00355327331994,0.0,0.0,0.0,0.0,0.0,0.0,20.62701807750784,10.288794879062737,0.0,26.919781746031745,8.292374811035526,5.093331128747796,-1.1521186067019398,-1.0309722222222228,-0.104992283950617,0.0,-4.0006438964474675,0.8,12,5,6,0,0,0,0,0,0,3,4,7,5,0,0,0,0,-0.6438000000000004,41.75630000000001,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodium Taurocholate hydrate,CC(CCC(=O)NCCS(=O)(=O)O[Na])C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,0,12.348352734997999,12.348352734997999,0.05304189175837459,-3.529764682337111,0.34775952165124635,45.333333333333336,537.6950000000003,493.3430000000004,537.273618028,202,0,1.1111111111111112,1.8333333333333333,2.5277777777777777,3.1750845416692353,1.4102292260373885,917.9687685223345,26.465890847321376,22.357209254577846,25.173705835505565,16.830206790788253,13.922846591447566,16.31669344156492,12.820078440753521,15.67701513620113,11.27559625194006,14.01119154665768,9.178817366255974,10.197546105538608,0.25999999999999995,69146648.23934211,29.247707120703986,11.028159540923658,5.338127453432287,234.14386271888978,15.319582184522117,0.0,0.0,0.0,0.0,145.93377343873394,0.0,0.0,0.0,0.0,6.923737199690624,55.272816722510996,0.0,12.207932775496605,30.402449817201955,44.433071302673866,0.0,5.316788604006331,46.33741721576191,96.87050536865087,12.297610012659364,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,88.66183278839566,16.78319750738446,46.33741721576191,78.55860620540597,0.0,0.0,0.0,0.0,133.16,16.222093246781856,28.53191635292287,0.0,99.23999840139682,25.18037091493942,38.524929737556064,0.0,0.0,0.0,27.958533667357287,0.0,27.479334932334186,0.11056615504637857,12.348352734997999,36.006535592922276,-0.22464260461912522,1.1668810053938607,0.0,5.886325040763957,6.784189603275359,-3.529764682337111,0.9615384615384616,36,4,8,4,0,4,0,0,0,7,4,10,8,4,0,4,4,1.9102000000000008,136.03690000000003,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tienilic acid,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,0,12.19026216196355,12.19026216196355,0.02344702695893197,-1.1287707487851784,0.8477638711526184,10.3,331.17600000000004,323.11199999999997,329.952035096,104,0,1.2,1.95,2.55,2.933394978243743,2.3107392497907453,652.6408093122961,14.698306133819765,9.929993830508542,12.258348303473179,9.502907755397976,5.412024041054974,7.047605798328324,3.7280629542919854,5.431686093309313,2.3876181979890916,4.120805070551933,1.498561526639214,2.637729066560683,-1.5599999999999996,39606.69899624702,14.840938203864589,6.260108968202026,3.1203907281056225,128.06104257471608,9.843390348640755,10.772145147025231,6.606881964512918,5.783244946364939,0.0,5.969305287951849,4.794537184071822,4.794537184071822,0.0,11.336785877934737,29.268246848926644,23.579163975850747,5.563451491696996,9.899780507442625,19.4324647167844,46.29121589271656,0.0,0.0,0.0,0.0,6.606881964512918,50.131396357193296,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,34.53866565839977,23.465959593670412,4.794537184071822,0.0,15.235135869470117,29.645531044312357,10.045266627482652,0.0,0.0,63.6,12.576187252464766,9.589074368143644,0.0,27.141474898828495,4.877147193701299,0.0,23.469520014857956,17.512796907389134,0.0,0.0,33.04527012910579,4.979863709372638,13.33706055001329,23.179571872698673,10.406292802449007,0.2516589506172844,-1.241288490449744,6.342528488476811,0.0,-0.5334656609557404,0.0,0.07692307692307693,20,1,4,0,0,0,1,1,2,4,1,7,5,0,0,0,2,3.7493000000000016,77.34430000000003,1,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Atreleuton,CC(C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,0,12.85467078532364,12.85467078532364,0.2514060354762009,-0.9398347762480157,0.5188941665594577,11.409090909090908,318.37300000000005,303.25300000000004,318.08382694,114,0,1.3636363636363635,2.0454545454545454,2.6818181818181817,2.9350219310869585,2.0276019450465688,715.7373036617493,16.112519696192862,11.914797179640425,12.731293760568152,10.452397498181153,6.577018486832227,7.393515067759953,4.69732009799735,5.8656480438470595,2.9501740004867587,3.950841067684928,1.7711194816525797,2.6745461241756137,-2.3600000000000003,97454.46819981137,16.018207439456763,7.071263849442903,4.316117413022548,131.4927927960715,5.733667477162185,11.859061670193856,0.0,0.0,0.0,6.031114512338072,5.20725302477729,9.184952231746642,5.063217724965349,11.336785877934737,23.973602774634507,36.75265696523406,11.297968816627309,4.877147193701299,14.39220525652393,17.36790039027281,0.0,5.063217724965349,5.733667477162185,19.386399651764595,0.0,57.53316913091515,0.0,11.840868637711289,5.733667477162185,9.184952231746642,0.0,11.336785877934737,22.34342609122867,6.4208216229260096,17.658089478757184,22.241483078790218,36.39820241076966,0.0,0.0,0.0,66.56,12.072955341486033,14.39220525652393,0.0,5.817220841045895,11.484039347891358,15.317745879099594,23.469520014857956,19.056471336613843,12.13273413692322,11.840868637711289,5.733667477162185,12.85467078532364,1.5103219482237336,12.707348920534034,9.713414394592974,5.971438500581684,5.393743685467172,8.570902566092306,0.7039594881162341,1.5741997110682244,0.0,0.1875,22,3,4,0,0,0,1,1,2,3,2,6,3,0,0,0,2,2.9879,83.07390000000002,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
TMB-8 hydrochloride,CCN(CC)CCCCCCCCOC(=O)c1cc(OC)c(OC)c(OC)c1,0,12.296606621697052,12.296606621697052,0.3764113970432301,-0.3764113970432301,0.3206823411612588,10.785714285714286,395.54000000000013,358.2440000000001,395.26717328399997,160,0,0.8214285714285714,1.3571428571428572,1.8571428571428572,2.7325647030127427,2.28376258345813,547.0406941727032,20.777810114122516,18.214223398064004,18.214223398064004,13.603615370224858,10.301638130948922,10.301638130948922,6.698137314694116,6.698137314694116,4.896692674844724,4.896692674844724,3.1315512083649106,3.1315512083649106,-1.9500000000000002,1355406.7439883805,24.0883877159309,14.105283646603276,7.966212724107353,169.64601363811744,23.847361546050674,0.0,11.49902366656781,5.749511833283905,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,39.53076089108529,44.60864660051296,0.0,33.499726080042514,23.741988999272017,5.969305287951849,0.0,4.899909730850478,0.0,52.37240413693732,47.570543806083236,17.696185628620217,0.0,17.248535499851716,14.210588861400147,0.0,17.248535499851716,0.0,58.43975882488557,4.736862953800049,0.0,62.730392812706135,12.13273413692322,0.0,0.0,0.0,57.230000000000004,0.0,4.794537184071822,0.0,5.969305287951849,29.418868956061626,25.931156057677168,53.55743552144921,12.13273413692322,0.0,18.747384130231726,18.947451815200196,21.203715409055828,0.0,14.75752803450192,0.0,0.39435416948407465,0.9704103154546333,3.221384423757259,6.904380221389705,8.30729213191405,4.574268627775866,0.6818181818181818,28,0,6,0,0,0,1,0,1,6,0,6,15,0,0,0,1,4.551600000000004,111.87050000000008,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
L-azetidine-2-carboxylic acid,O=C(O)C1CCN1,0,9.919074074074075,9.919074074074075,0.25000000000000044,-0.7303240740740737,0.46485197660105526,28.857142857142858,101.10500000000002,94.04899999999999,101.047678464,40,0,1.8571428571428572,2.4285714285714284,2.4285714285714284,1.2326602568158207,2.2655980761529655,87.69058447171099,5.276020881938894,3.8470257175265417,3.8470257175265417,3.3045304526403108,2.266882893228673,2.266882893228673,1.6336228055768802,1.6336228055768802,1.1218456228895282,1.1218456228895282,0.4994606352559126,0.4994606352559126,-0.5700000000000001,22.187884622684773,4.58552099533437,1.4995195518462698,0.7183972880486792,41.333864253337964,10.423315998847038,6.041840829147961,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,12.965578028838586,0.0,0.0,9.901064578912528,5.969305287951849,0.0,5.316788604006331,0.0,12.462662452073971,6.544756405912575,0.0,0.0,0.0,5.316788604006331,0.0,0.0,0.0,23.662429917853093,4.794537184071822,0.0,6.4208216229260096,0.0,0.0,0.0,0.0,49.33,5.969305287951849,4.794537184071822,0.0,6.041840829147961,0.0,12.965578028838586,0.0,0.0,0.0,5.316788604006331,5.106527394840706,0.0,0.0,9.919074074074075,10.91611111111111,0.0,-0.7303240740740737,-0.25000000000000044,0.787037037037037,0.858101851851852,0.0,0.75,7,2,3,0,1,1,0,0,0,2,2,3,1,0,1,1,1,-0.5671000000000002,24.043499999999995,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GNF-5,O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,0,12.242907017241436,12.242907017241436,0.15023467180060113,-4.749963811421988,0.5435473060248903,11.066666666666666,418.37500000000006,401.23900000000003,418.1252750640001,156,0,1.0666666666666667,1.8333333333333333,2.533333333333333,2.7253639321465206,1.7432754811748274,1010.6785722900395,21.562267164498685,15.479747040724638,15.479747040724638,14.336649755057921,8.78279635609549,8.78279635609549,6.045979770971717,6.045979770971717,3.8452670980143635,3.8452670980143635,2.5626140884437705,2.5626140884437705,-3.6599999999999993,4553810.594223621,21.058590519695066,9.225203828931521,5.916512278300651,169.11028760884588,20.476967556653417,17.894694685883472,0.0,0.0,5.907179729351506,6.362358859030383,4.794537184071822,9.967957041894417,0.0,13.171245143024459,12.13273413692322,36.39820241076966,29.425412732451736,12.300809959361379,27.809172675737038,17.412428781870094,0.0,15.284745645900749,0.0,6.362358859030383,18.468426974431825,66.48807518261603,0.0,17.00689131982936,15.370440161812711,24.67649419554305,5.749511833283905,0.0,40.495661395542506,0.0,0.0,10.357988675768818,60.924623690919034,0.0,11.257379486545457,0.0,96.37,6.362358859030383,17.96578232709628,0.0,24.808329933060904,28.32608003076104,0.0,30.59278834861098,30.33183534230805,0.0,25.338397203707128,5.106527394840706,40.56761056246884,0.0,20.361575920453415,14.365384690702871,2.1323963052619472,-0.22980454074873435,13.645636669350246,-3.4193041178307473,-0.006828822991169048,0.0,0.15,30,3,7,0,0,0,2,1,3,6,3,10,7,0,0,0,3,3.507900000000001,103.29470000000002,0,1,1,0,0,2,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acetyl-beta-methylcholine chloride,CC(=O)OC(C)C[N+](C)(C)C,0,10.510844671201813,10.510844671201813,0.006944444444443754,-0.20282407407407388,0.4472483918669033,14.272727272727273,160.237,142.093,160.13320523609,66,0,1.4545454545454546,1.9090909090909092,2.1818181818181817,1.5345243669755788,3.694259125238623,137.51770940319489,9.068914100752346,8.048167226803859,8.048167226803859,4.810349069553741,3.7874176630295797,3.7874176630295797,3.892948241906443,3.892948241906443,1.1719804587515326,1.1719804587515326,1.0919148317156901,1.0919148317156901,-0.5700000000000001,108.9512300552661,10.430000000000001,3.715479048307071,7.325447682329814,68.53871831495512,9.219893811494673,12.648722793660877,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,6.923737199690624,6.923737199690624,21.143015948031568,14.014430995566494,5.969305287951849,0.0,0.0,0.0,19.95144078712955,27.687772353944144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24407488733892,9.53140013787187,0.0,13.847474399381248,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,0.0,11.027787263607198,6.923737199690624,0.0,6.923737199690624,21.143015948031568,4.736862953800049,5.785601851851852,0.0,10.510844671201813,0.0,0.0,-0.20282407407407388,0.0,0.006944444444443754,4.191111111111111,6.2083219954648525,0.875,11,0,3,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0.6441999999999999,44.127400000000016,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KY-05009,Cc1ccc(C(=O)Nc2sc(Nc3ccccc3)nc2C(N)=O)cc1,0,12.363029293137519,12.363029293137519,0.03138222264214341,-0.6976224069874857,0.6540073459438988,10.28,352.41900000000015,336.29100000000005,352.099396752,126,0,1.04,1.72,2.36,2.986155322620615,1.8316111972105162,904.5853176187724,17.811190308942127,13.445461158787808,14.261957739715534,12.024877143252588,7.534436118591375,8.3509326995191,5.372174701793289,6.37124546855607,3.426431658839513,4.31266537328789,2.1505074549082535,3.036308526597469,-3.19,581416.3859355241,16.66023163039469,7.144152060320029,4.01753080666238,148.26308839048917,16.367244685174846,5.001081976687867,10.825486474687793,0.0,11.814359458703011,0.0,9.589074368143644,4.9839785209472085,0.0,0.0,47.23207271193978,31.18920547353706,11.250837766380558,0.0,9.589074368143644,38.97117206784851,0.0,4.9839785209472085,5.733667477162185,6.923737199690624,10.633577208012662,71.41813459439695,0.0,0.0,16.367244685174846,15.82002673121076,0.0,11.336785877934737,16.79833797965022,0.0,6.923737199690624,26.409905346386097,54.59730361615449,0.0,0.0,0.0,97.11000000000001,5.907179729351506,9.589074368143644,0.0,11.601107724199966,15.696091948224195,22.587623644315293,0.0,12.13273413692322,49.38830667892189,15.617555728959871,5.733667477162185,0.0,1.1538146940875111,28.184508027780034,6.586129585902314,7.7854893686706665,-1.0194639707734936,16.534128749786287,0.0,1.9420602112133498,0.0,0.05555555555555555,25,4,6,0,0,0,2,1,3,5,3,7,5,0,0,0,3,3.5463200000000006,99.48880000000003,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"L-732,138",CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,13.02039416014101,13.02039416014101,0.0011720521541944695,-5.019763312419719,0.39214048545045366,13.06060606060606,472.3850000000001,454.2410000000001,472.122161756,176,0,1.0,1.606060606060606,2.1818181818181817,3.124581160073429,1.8064238721430277,1134.6329313857539,24.388540578131753,17.102897694526682,17.102897694526682,15.341373724180315,9.614397676106458,9.614397676106458,7.338571240496646,7.338571240496646,4.789516161800124,4.789516161800124,3.3167776823765114,3.3167776823765114,-3.4999999999999982,13301173.271049943,24.148526077097507,9.162769688596025,6.053421550094518,183.27852322424326,15.037630078753589,12.648722793660879,0.0,5.907179729351506,0.0,18.3219023228388,4.794537184071822,4.794537184071822,26.34249028604892,0.0,18.19910120538483,35.392371257240434,30.44432732631077,11.126902983393991,40.66842760799262,22.779409949384416,0.0,10.30076712495354,0.0,38.34587865116447,0.0,70.91521901763234,0.0,0.0,5.316788604006331,26.34249028604892,0.0,0.0,22.90230436739852,39.706237944269574,0.0,29.177543166478603,48.661413050844345,0.0,10.902924932081056,0.0,71.19,53.56815932094218,35.93156465419257,0.0,12.487188691387619,17.696185628620217,17.82666213177168,0.0,30.462311845459514,0.0,10.30076712495354,4.736862953800049,83.1110993712769,0.0,27.151105459367265,3.1883273739681566,-2.0637603711313677,-1.5586395863569393,6.918028537156665,-8.406597050805967,0.32710293319194883,0.0,0.2727272727272727,33,2,5,0,0,0,2,1,3,3,2,11,6,0,0,0,3,4.996100000000003,105.84940000000003,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
